등록번호,서명,저자,발행자,청구기호,ISBN
BN0000003114,(세상에 하나뿐인) 큰둥이 작은둥이 ,앙리 뫼니에 글 ; 요안나 콘세이요 그림 ; 김윤진 옮김,비룡소,유 808.9-그림동비-v.307,9788949114231 
BN0000003112,뭐 신나는 일 없을까? ,피터 스피어 지음 ; 연우 옮김,비룡소,유 808.9-그림동비-v.305,9788949114217 
BN0000003110,작은 종이 봉지의 아주 특별한 이야기 ,헨리 콜 글·그림,비룡소,유 808.9-그림동비-v.303,9788949114194 
BN0000003107,우리는 탐험가 ,매튜 코델 지음,비룡소,유 808.9-그림동비-v.300,9788949114132 
BN0000003101,엄마랑 나랑 ,코브비 A. 카브레라 글·그림 ; 이상희 옮김,비룡소,유 808.9-그림동비-v.295,9788949114095 
BN0000003069,곰 아저씨에게 물어 보렴 ,마조리 플랙 글·그림 ; 양희진 옮김,비룡소,유 808.9-그림동비-v.26,9788949110561 
BN0000003058,웬델과 주말을 보낸다고요? ,케빈 헹크스 글·그림 ; 이경혜 옮김,비룡소,유 808.9-그림동비-v.25,9788949110578 
BN0000002879,온 세상이 반짝 반짝 ,이윤우 지음,비룡소,유 813.808-창작그비-v.43,9788949101682 
BN0000002858,사뿐사뿐 따삐르 ,김한민 글·그림,비룡소,유 813.808-창작그비-v.10,9788949101712 
BN0000002857,누가 웃었니? ,최승호 글 ; 윤정주 그림,비룡소,유 813.808-창작그비-v.1,9788949100326 
BN0000002321,숲 속에서 ,마리 홀 에츠 글·그림 ; 박철주 옮김,시공주니어,유 808.9-네버랜시-v.116,9788952783158 
BN0000002289,나와라 파랑! ,나은경 [지음] ; [김향수 엮음],향,유 813.808-그림책향-v.6,9791196541262 
BN0000002288,팔이 긴 사람이 있었습니다 ,현민경 지음,향,유 813.808-그림책향-v.5,9791196541255 
BN0000002285,바다 ,강효선 글 ; 김향수 엮음,향,유 813.808-그림책향-v.39,9791191886245 
BN0000002284,보름달이 뜨는 행성 ,현인 지음,향,유 813.808-그림책향-v.38,9791191886276 
BN0000002282,여름의 선 ,신성남 지음,향,유 813.808-그림책향-v.36,9791191886252 
BN0000002281,"아, 어쩌란 말이냐! ",김은진 지음,향,유 813.808-그림책향-v.35,9791191886221 
BN0000002278,아침 일곱 시 ,임유 지음,향,유 813.808-그림책향-v.32,9791191886160 
BN0000002277,테트릭스 ,오세나 지음,향,유 813.808-그림책향-v.31,9791191886146 
BN0000002274,도시 가나다 ,윤정미 [지음],향,유 813.808-그림책향-v.29,9791191886122 
BN0000002273,끼리코 ,한연진 지음,향,유 813.808-그림책향-v.28,9791191886115 
BN0000002269,서커스 ,임유 지음,향,유 813.808-그림책향-v.24,9791191886030 
BN0000002267,나는 나는 나는 ,김혜란 지음,향,유 813.808-그림책향-v.22,9791191886078 
BN0000002266,도토리 ,송현주 지음,향,유 813.808-그림책향-v.21,9791191886061 
BN0000002261,이렇게 같이 살지 ,김윤경 지음,향,유 813.808-그림책향-v.17,9791197228582 
BN0000002188,"안녕, 외톨이 ",신민재 글·그림,책읽는곰,유 813.808-그림책책-v.36,9791158360283 
BN0000001980,캥거루도 엄마가 있나요? ,에릭 칼 글·그림 ; 이상희 옮김,시공주니어,"유 375.1-칼,월드-v.12",9791171250073 
BN0000001975,"안녕, 빨간 여우야 ",에릭 칼 글·그림 ; 공경희 옮김,시공주니어,"유 375.1-칼,월드-v.7",9791171250080 
BN0000001931,"한글 초성 단어 찾기 , 한국여행 ",서미원 글·그림,Restyart:,유 710-서미원한,9791196852214 
BN0000001930,해님 달님 ㄱㄴㄷ ,한태희 지음,봄봄,유 808.9-아름다봄-v.115,9791168630420 
BN0000001921,유미와 지우의 미로 빠져나가기 ,한규호 지음 ; 반정원 그림,받침없는동화,유 710-한규호받1-v.10,9788998172343 
BN0000001918,"달려라 끊어우먼, 날아라 끊어맨! ",한규호 글 ; 반정원 그림,받침없는동화,유 710-한규호받-v.8,9788998172350 
BN0000001917,척척박사와 꼬마 늑대 삐딱이 ,한규호 글 ; 이보람 그림,받침없는동화,유 710-한규호받-v.7,9788998172473 
BN0000001916,마법의 뒤집개 ,한규호 글 ; 원성현 그림,받침없는동화,유 710-한규호받-v.6,9788998172466 
BN0000001914,내 딸을 돌려다오 ,한규호 글 ; 원성현 그림,받침없는동화,유 710-한규호받-v.4,9788998172442 
BN0000001913,감이와 담이의 보름밤 모험 ,한규호 글 ; 최유진 그림,받침없는동화,유 710-한규호받-v.3,9788998172435 
BN0000001577,고사리손 환경책 ,멜라니 월시 글·그림 ; [웅진주니어 편집부 역],웅진주니어,유 082-지식그웅-v.23,9788901086088 
BN0000001575,우리는 에코 히어로! : 여기저기 다니면서 ,플로렌스 어커트 글 ; 리사 코스테르케 그림 ; 이현아 옮김,나무말미,유 539-어커트우-v.4,9791191827279 
BN0000001574,우리는 에코 히어로! : 동네에서 함께하기 ,플로렌스 어커트 글 ; 리사 코스테르케 그림 ; 이현아 옮김,나무말미,유 539-어커트우-v.3,9791191827262 
BN0000001561,비밀 ,허은미 글 ; 박현주 그림,문학동네,유 813.8-허은미비,9788954620055 
BN0000001559,슬픈 란돌린 ,카트린 마이어 글 ; 아네테 블라이 그림 ; 허수경 옮김,문학동네,유 873-마이어슬,9788982816215 
BN0000001558,말해도 괜찮아 ,제시 글·그림 ; 권수현 옮김,문학동네,"유 334.227-제시,말",9788954603164 
BN0000001557,내 몸은 나의 것 ,린다 월부어드 지라드 글 ; 로드니 페이트 그림 ; 권수현 옮김,문학동네,유 334.225-지라드내,9788954604390 
BN0000001402,땅속 깊은 곳으로 ,린나 사라마키 글 ; 사미 사라마키 그림 ; 이지영 옮김,보림,유 408-아트사보-v.9,9788943315115 
BN0000001387,개미핥기를 구하는 딱 1가지 방법 ,맥스 잭슨 지음,우리교육,"유 410-잭슨,개",9788980409860 
BN0000001070,(열려라!) 문 ,박정선 기획·글 ; 이수지 그림,비룡소,유 408-과학의비-v.1,9788949151717 
BN0000001061,"작은 돼지코 박쥐야, 안녕! ",다린 룬데 글 ; 퍼트리셔 윈 그림 ; 이강환 옮김,비룡소,유 408-과학그비-v.35,9788949152257 
BN0000001059,아기곰 미샤 마샤 ,"최기순 기록·사진 , 김미혜 이야기꾸밈",비룡소,유 408-과학그비-v.32,9788949152189 
BN0000001056,무슨 구멍일까? ,아라카와 미츠루 글·그림 ; 정영원 옮김,비룡소,유 408-과학그비-v.20,9788949152332 
BN0000001055,좋은 꼬맹이 고르기 ,배빗 콜 글·그림 ; 조세현 옮김,비룡소,유 408-과학그비-v.19,9788949151496 
BN0000001043,우주선 타기는 정말 진짜 너무 힘들어 ,이재윤 글 ; 노자매 그림,아이세움:,유 410-사오육아-v.10,9788937846564 
BN0000001041,샹그릴라로 떠나요 ,레네 메르츠 글 ; 바르바라 숄츠 그림 ; 최인숙 옮김,이음,유 410-영학년이-v.2,9788993166002 
BN0000001035,콧숨요괴와 입숨요괴 ,이마이 카즈아키 지음 ; 오오노 코우헤이 그림 ; 최유리 옮김,코알라스토어,유 517-이마이콧,9791188073481 
BN0000001000,아기 그리기 ㄱㄴㄷ ,이장근 글·그림,보물창고:,유 375.1-토이북보-v.11,9788961707329 
BN0000038705,[수어책] 과학자가 되는 시간 ,템플 그랜딘 지음 ; 이민희 옮김,창비,404-그랜딘과,9788936453237 
BN0000029814,히틀러를 선택한 나라 : 민주주의는 어떻게 무너졌는가 ,벤저민 카터 헷 지음 ; 이선주 옮김,눌와,"925.073-헷,히",9791189074470 
BN0000029813,(홍익희 교수의)단짠단짠 세계사 : 문명과 경제로 읽는 음식 이야기 ,홍익희 지음,세종,909-홍익희단,9788984079885 
BN0000029812,"홀로 선 자들의 역사 : 조선의 누정, 비경에 숨은 이야기를 찾아서 ",김동완 글·사진,글항아리,911.05-김동완홀,9788967358556 
BN0000029810,호모 히스토리쿠스 = Homo historicus : 지금 여기를 위한 역사 공부 ,오향년 지음,개마고원,911-오향년호,9788957693766 
BN0000029808,혈통과 민족으로 보는 세계사 : 세계사의 90％는 결국 혈통이다 ,우야마 다쿠에이 지음 ; 전경아 옮김,센시오,909-우야마혈,9791190356015 
BN0000029308,푸치니 : 토스카나의 새벽을 무대에 올린 오페라의 제왕 ,유윤종 지음,아르테,990.8-클래식아-v.5,9788950975982 
BN0000029307,페소아 : 리스본에서 만난 복수의 화신 ,김한민 지음,아르테,990.8-클래식아-v.4,9788950975975 
BN0000029306,로버트 카파 : 전쟁 속 인간의 얼굴을 기록한 남자 ,김경훈 지음,아르테,990.8-클래식아-v.34,9791171177691 
BN0000029305,토마스 아퀴나스 : 이성과 신앙을 조화시킨 스콜라 철학의 완성자 ,박승찬 지음,아르테,990.8-클래식아-v.33,9791171175420 
BN0000029304,헨리 제임스 : 문명의 한복판에서 만나 코스모폴리탄 ,김사과 지음,아르테,990.8-클래식아-v.32,9791171175086 
BN0000029303,말러 : 경계 위의 방랑자 ,노승림 지음,아르테,990.8-클래식아-v.31,9788950938208 
BN0000029300,가르시아 마르케스 : 카리브해에서 만난 20세기 최고의 이야기꾼 ,권리 지음,아르테,990.8-클래식아-v.29,9788950999742 
BN0000029298,차이콥스키 : 세계인의 마음을 움직인 볼가강의 영혼 ,정준호 지음,아르테,990.8-클래식아-v.27,9788950994631 
BN0000029297,루터 : 근대의 문을 연 최후의 중세인 ,이길용 지음,아르테,990.8-클래식아-v.26,9788950993788 
BN0000029296,데이비드 흄 : 인간을 있는 그대로 이해하고자 한 철학자 ,줄리언 바지니 지음 ; 오수원 옮김,아르테,990.8-클래식아-v.25,9788950992606 
BN0000029295,드가 : 일상의 아름다움을 찾아낸 파리의 관찰자 ,이연식 지음,아르테,990.8-클래식아-v.24,9788950992644 
BN0000029294,르코르뷔지에 : 건축을 시로 만든 예술가 ,신승철 지음 ; 최광렬 그림,아르테,990.8-클래식아-v.23,9788950989712 
BN0000029288,백남준 : 동서양을 호령한 예술의 칭기즈칸 ,남정호 지음,아르테,990.8-클래식아-v.18,9788950987374 
BN0000029287,베토벤 : 절망의 심연에서 불러낸 환희의 선율 ,최은규 지음,아르테,990.8-클래식아-v.17,9788950986155 
BN0000029265,(과학의 전도사)리처드 파인만 ,태기수 지음,자음과모음:,990.8-청소년자-v.8,9788957076392 
BN0000029259,(인류의 빛)교황 요한바오로 2세 ,은미희 지음,자음과모음:,990.8-청소년자-v.44,9788957076675 
BN0000029257,(도전과 창조의 아이콘)스티브 잡스 ,정지아 지음,자음과모음:,990.8-청소년자-v.42,9788957076514 
BN0000029253,(검은 대륙의 아버지)넬슨 만델라 ,이원준 지음,자음과모음:,990.8-청소년자-v.38,9788957075937 
BN0000029250,(민주화와 통일의 선구자)문익환 ,김형수 지음,자음과모음:,990.8-청소년자-v.35,9788957074947 
BN0000029249,(영원한 어린이의 친구)안데르센 ,박형숙 지음,자음과모음:,990.8-청소년자-v.34,9788957074466 
BN0000029248,(아파치 최후의 추장)제로니모 ,이성아 지음,자음과모음:,990.8-청소년자-v.33,9788957074602 
BN0000029247,(새로운 세상을 꿈꾼)해월 최시형 ,조중의 지음,자음과모음:,990.8-청소년자-v.32,9788957072844 
BN0000029246,(불명의 샹송 가수)에디트 피아프 ,김주희 지음,자음과모음:,990.8-청소년자-v.31,9788957074053 
BN0000029245,(만화의 신)데즈카 오사무 ,김나정 지음,자음과모음:,990.8-청소년자-v.30,9788957077177 
BN0000029244,(드래곤의 전설)이소룡 ,권정현 지음,자음과모음:,990.8-청소년자-v.3,9788957070697 
BN0000029241,(창조와 파괴의 여신)카미유 클로델 ,은미희 지음,자음과모음:,990.8-청소년자-v.27,9788957077276 
BN0000029240,(날개의 꿈)이상 ,이원준 지음,자음과모음:,990.8-청소년자-v.26,9788957077252 
BN0000029239,(위대한 혁명가)카를 마르크스 ,박성원 지음,자음과모음:,990.8-청소년자-v.25,9788957071922 
BN0000029208,세종·정조 : 유교 문명국의 두 군주 ,"세종 , 정조 지음 ; 임형택 편저",창비,151-한국사창-v.2,9788936480318 
BN0000029206,자동차로 떠나는 터키 가족여행 : 터키로 떠난 직장인 아빠의 렌터카 가족여행 프로젝트 Ⅳ ,"김영 , 김린 , 김예린 글·사진",북랩,"981.8702-김영,자",9791165394998 
BN0000029204,(지도로 읽는다)세계사 명장면 97 지식도감 ,역사미스터리클럽 지음 ; 안혜은 옮김,이다미디어,909-역사미세,9791163940685 
BN0000029191,"조선왕조실록 . 2 , 정종·태종-피와 눈물로 세운 나라의 기틀 ",이덕일 지음,다산초당,911.05-이덕일조-v.2,9791130617602 
BN0000029165,(일상이 고고학)나 혼자 전주 여행 : 황윤 역사 여행 에세이 ,황윤 지음,책읽는고양이,"981-황윤,일-v.5",9791186274927 
BN0000029164,(일상이 고고학)나 혼자 제주 여행 : 황윤 역사 여행 에세이 ,황윤 지음,책읽는고양이,"981-황윤,일-v.4",9791186274873 
BN0000029163,(일상이 고고학)나 혼자 가야 여행 : 황윤 역사 여행 에세이 ,황윤 지음,책읽는고양이,"981-황윤,일-v.3",9791186274804 
BN0000029014,"본격 한중일 세계사 . 17 , 을미사변과 황해 위기 ",굽시니스트 글·그림,위즈덤하우스,910-굽시니본-v.17,9791168126466 
BN0000028991,방구석에서 먼저 떠나는 이집트 여행 : 국내 단 하나뿐인 이집트 여행 가이드 ,최던근 지음,피서산장,932-최던근방,9791196621360 
BN0000028989,"여기는 18세기, 음악이 하고 싶어요 : 모차르트부터 윤이상까지 세계적 음악가들은 십대에 뭐 했을까? ",조현영 지음,다른,670.99-조현영여,9791156334385 
BN0000028963,버치문서와 해방정국 : 미군정 중위의 눈에 비친 1945~1948년의 한반도 ,박태균 지음,역사비평사,911.06-박태균버,9788976964489 
BN0000028937,리얼 블라디보스톡 ,강한나 지음,한빛라이프,982.902-강한나리,9791188007318 
BN0000028925,"리비우스 로마사 . 4 , 로마와 지중해 세계 ",티투스 리비우스 지음 ; 이종인 옮김,현대지성,922-리비우리-v.4,9791191260441 
BN0000028924,"리비우스 로마사 . 3 , 한니발 전쟁기 ",티투스 리비우스 지음 ; 이종인 옮김,현대지성,922-리비우리-v.3,9791191260434 
BN0000028923,"리비우스 로마사 . 2 , 끝나지 않는 전쟁 ",티투스 리비우스 지음 ; 이종인 옮김,현대지성,922-리비우리-v.2,9791187142775 
BN0000028921,"세계사, 뭔데 이렇게 재밌어? ",이와타 슈젠 글 ; 박지운 옮김,리듬문고,909-이와타세,9788965137689 
BN0000028888,"도시로 보는 동남아시아사 . 2 , 첨단 글로벌 도시 쿠알라룸푸르부터 앙코르 와트가 있는 시엠립까지 매력 넘치는 13개 도시 역사기행 ","강희정 , 김종호 , 정정훈 , 현시내 , 하정민 , 박정훈 , 김지혜 지음",사우,914-강희정도-v.2,9791187332916 
BN0000028886,난중일기 ,이순신 지음,더클래식,911.0553-이순신난,9791164455911 
BN0000028877,춘천 ,전석순 지음,21세기북스,981.102-대한민이-v.4,9788950986551 
BN0000028708,"혼불 . 6 , 3부 아소, 님하 ",최명희 지음,매안,813.6-최명희혼-v.6,9788993607062 
BN0000028707,"혼불 . 5 , 3부 아소, 님하 ",최명희 지음,매안,813.6-최명희혼-v.5,9788993607055 
BN0000028703,"혼불 . 10 , 5부 거기서는 사람들이 ",최명희 지음,매안,813.6-최명희혼-v.10,9788993607109 
BN0000028700,호프가 여기에 있었다 ,조앤 바우어 지음 ; 김선희 옮김 ; 정지혜 그림,도토리숲,843.6-바우어호,9791185934501 
BN0000028695,호랑이 기계 ,이준하 글,문전,813.7-이준하호,9791197176111 
BN0000028691,협동농장의 겨울요리법,루이즈 글릭 지음 ; 정은귀 옮김,시공사,"841-글릭,협",9791171252107 
BN0000028430,탄제린 : 크리스틴 맹건 장편소설 ,크리스틴 맹건 지음 ; 이진 옮김,문학동네,"843.6-맹건,탄",9788954674126 
BN0000028428,탁류의 시간 : 이준호 장편소설 ,이준호 지음,강,813.7-이준호탁,9788982182440 
BN0000028424,타인에게 말 걸기 : 은희경 소설 ,은희경 지음,문학동네,813.7-은희경타,9788954698047 
BN0000028422,타이탄의 세이렌 : 커트 보니것 장편소설 ,커트 보니것 지음 ; 강동혁 옮김,문학동네,843.6-보니것타,9788954688963 
BN0000028420,타오르는 질문들: 마거릿 애트우드 선집 2004~2021,마거릿 애트우드 지음 ; 이재경 옮김,위즈덤하우스,844-애트우타,9791168124424 
BN0000028418,타샤의 계절 ,타샤 튜더 지음 ; 공경희 옮김,윌북,"848-튜더,타",9791155812013 
BN0000028413,키스 : 김정현 장편소설 ,김정현 지음,황금물고기,813.7-김정현키,9788994154749 
BN0000028410,클로버의 후회 수집 : 미키 브래머 장편소설 ,미키 브래머 지음 ; 김영옥 옮김,인플루엔셜,843.6-브래머클,9791168341524 
BN0000028408,클로리스 : 라이 커티스 장편소설 ,라이 커티스 지음 ; 이수영 옮김,시공사,843.6-커티스클,9791165793241 
BN0000028407,클레이의 다리 : 마커스 주삭 장편소설 ,마커스 주삭 지음 ; 정영목 옮김,문학동네,"843.6-주삭,클",9788954681735 
BN0000028367,카사노바 호텔 ,아니 에르노 지음 ; 정혜용 옮김,문학동네,864-에르노카,9788954685290 
BN0000028364,카르밀라 ,조셉 셰리든 르 파뉴 지음 ; 산호 그림 ; 원형준 옮김,루비빅스,"843.6-파뉴,카",9788997023653 
BN0000028363,카르마 폴리스 : 홍준성 장편소설 ,홍준성 지음,은행나무,813.7-홍준성카,9791191071528 
BN0000028356,"치킨에 다리가 하나여도 웃을 수 있다면 : 왜 이리 되는 일이 없나 싶은 당신에게, 오스카 와일드의 말 40 ",박사 지음,허밍버드,"818-박사,치",9788968331992 
BN0000028354,[북큐] 치맥과 양아치: 소소하고 유쾌한 실수이야기 100개,이경식 지음,일송북,818-이경식치,9788957322741 
BN0000028318,철갑 코뿔소 : 질문하는 어른을 위한 동화 ,이화연 글 ; 임찬미 그림,하늘마음,813.7-이화연철,9791195710072 
BN0000028314,천사들의 제국 . 2 : 베르나르 베르베르 장편소설 ,베르나르 베르베르 지음 ; 이세욱 옮김,열린책들,863-베르베천-v.2,9788932924113 
BN0000028307,천국에도 분명 고양이가 있을 거예요 : 25년간 부검을 하며 깨달은 죽음을 이해하고 삶을 사랑하는 법 ,프로일라인 토트 지음 ; 이덕임 옮김,디자인하우스,"858-토트,천",9788970417646 
BN0000028302,천 개의 죽음이 내게 말해준 것들 ,고칸 메구미 지음 ; 오시연 옮김,웅진지식하우스,838-고칸메천,9788901247663 
BN0000028301,"처음부터 진실되거나, 아예 진실되지 않거나 : 데이비드 포스터 윌리스와의 일주일 ",데이비드 립스키 지음 ; 이은경 옮김,엑스북스,848-립스키처,9791190216364 
BN0000028297,책으로 가는 문 : 이와나미소년문고를 이야기하다 ,미야자키 하야오 지음 ; 서혜영 옮김,다우,838-미야자책,9788988964637 
BN0000028296,책에 미친 바보 : 조선의 독서광 이덕무 산문선 : 지극히 소소하고 반짝이는 것들에 관한 이야기 ,이덕무 지음 ; 권정원 옮김,태학사,814.5-이덕무책,9791168100541 
BN0000028295,책에 갇히다 : 책과 서점에 관한 SF 앤솔러지 ,"김성일 , 문녹주 , 송경아 지음",구픽,813.7-김성일책,9791187886600 
BN0000028294,책벌레의 여행법 : 끊임없이 책을 떠올리며 틈나는 대로 기록한 26일간의 인도·스리랑카 여행 ,강명관 지음,휴머니스트,816.7-강명관책,9791160801446 
BN0000028277,(있는 그대로)참 예쁘고 선한 너라서 : 김지훈 에세이 ,김지훈 지음,진심의꽃한송이,818-김지훈참,9791191877052 
BN0000028273,짬뽕 끓이다 갈분 넣으면 사천짜장 : 배길남 소설 ,배길남 지음,알렙,813.7-배길남짬,9791189333126 
BN0000028269,집이 거울이 될 때 : 안미선 에세이 ,안미선 지음,민음사,818-안미선집,9788937472091 
BN0000028267,집으로 가는 길 : 어느 소년병의 기억 ,이스마엘 베아 지음 ; 김재경 옮김,아고라,"848-베아,집",9788992055772 
BN0000028266,집생각 : 나를 나답게 만드는 집의 사용법 ,김대균 지음,다산초당,549.704-김대균집,9791130648941 
BN0000028265,질문하는 세계 : 더 나은 사람이 되기 위하여 ,이소임 지음,시공사,818-이소임질,9791171251100 
BN0000028264,질문하는 독서의 힘 : 토론을 위한 논제 만들기 ,"김민영 , 권선영 , 윤석윤 , 장정윤 지음",북바이북,802.53-김민영질,9791190812030 
BN0000028258,진주 : 장혜령 소설 ,장혜령 지음,문학동네,813.7-장혜령진,9788954660211 
BN0000028249,지지않는 하루 : 두려움이라는 병을 이겨내면 선명해지는 것들 ,이화열 지음,앤의서재,818-이화열지,9791190710145 
BN0000028248,지중해의 영감 ,장 그르니에 지음 ; 김화영 옮김,이른비,864-그르니지,9791195552375 
BN0000028246,지옥에 다녀온 단테 : 후회와 절망을 기회와 희망으로 바꾸는 신곡 수업 ,김범준 지음,유노북스,881.09-김범준지,9791171830312 
BN0000028176,제비심장 : 김숨 장편소설 ,김숨 지음,문학과지성사,"813.7-김숨,제",9788932039053 
BN0000028136,재혼의 조건 : 박경리 장편소설 ,박경리 지음,다산책방,813.6-박경리재,9791130649528 
BN0000028131,"장화, 홍련 : 김지운 각본집 ",김지운 지음,알에이치코리아,812.66-김지운장,9788925576107 
BN0000028130,장애가 있지만 고개 들고 살아갑니다 : 뇌성마비 장애인이 전하는 감사와 성장의 이야기 ,이진행 지음,미다스북스,818-이진행장,9791169105422 
BN0000028083,"잃어버린 시간을 찾아서 . 9 , 갇힌 여인 1 ",마르셀 프루스트 지음 ; 김희영 옮김,민음사,863-프루스잃-v.9,9788937485695 
BN0000028082,"잃어버린 시간을 찾아서 . 8 , 소돔과 고모라 2 ",마르셀 프루스트 지음 ; 김희영 옮김,민음사,863-프루스잃-v.8,9788937485688 
BN0000028081,"잃어버린 시간을 찾아서 . 7 , 소돔과 고모라 1 ",마르셀 프루스트 지음 ; 김희영 옮김,민음사,863-프루스잃-v.7,9788937485671 
BN0000028080,"잃어버린 시간을 찾아서 . 6 , 게르망트 쪽 2 ",마르셀 프루스트 지음 ; 김희영 옮김,민음사,863-프루스잃-v.6,9788937485664 
BN0000027175,별빛 창창 : 설재인 장편소설 ,설재인 지음,밝은세상,813.7-설재인별,9788984374713 
BN0000027113,밤그네 : 하명희 소설 ,하명희 지음,교유서가,813.7-하명희밤,9791193710470 
BN0000027111,발끝이 바다에 닿으면 : 하승민 장편소설 ,하승민 지음,황금가지,813.7-하승민발,9791170522874 
BN0000027109,반지수의 책그림 ,반지수 지음,정은문고,818-반지수반,9791185153629 
BN0000027105,박용래 평전 ,고형진 지음,문학동네,811.609-고형진박,9788954689946 
BN0000027104,박용래 시전집 ,박용래 지음 ; 고형진 엮음,문학동네,811.7-박용래박,9788954689922 
BN0000026994,멋지기 때문에 놀러왔지 : 조선의 문장가 이옥과 김려 이야기 ,설흔 지음,창비,"813.7-설흔,멋",9788936433833 
BN0000026992,멈춰서서 가만히 : 유물 앞에 오래 서 있는 사람은 뭐가 좋을까 ,정명희 지음,어크로스,818-정명희멈,9791167740434 
BN0000026988,매일을 헤엄치는 법 : 이연 그림 에세이 ,이연 글·그림,푸른숲,"818-이연,매",9791156759720 
BN0000026984,매끄러운 세계와 그 적들 : 한나 렌 소설 ,한나 렌 지음 ; 이영미 옮김,엘리,833.6-한나렌매,9791191247008 
BN0000026980,말하지 않는 책 : 김솔 소설 ,김솔 지음,문학동네,"813.7-김솔,말",9788954695312 
BN0000026979,말하는 눈 ,노순택 글·사진,한밤의빛,660.4-노순택말,9791198043306 
BN0000026959,마지막 섬 : 쥴퓌 리바넬리 소설 ,쥴퓌 리바넬리 지음 ; 오진혁 옮김,호밀밭,839.4-리바넬마,9791168260764 
BN0000026953,마이그레이션 : 북극제비갈매기의 마지막 여정을 따라서 ,샬롯 맥커너히 지음 ; 윤도일 옮김,잔,843.6-맥커너마,9791190234658 
BN0000026946,마음을 흔드는 글쓰기 : 위대한 작가들이 간직해온 소설 쓰기의 비밀 ,프리츠 게징 지음 ; 이미옥 옮김,흐름,"802-게징,마",9788965962021 
BN0000026941,마음은 여름 햇살처럼 : 시대를 건너 우리에게 온 여성들의 입체적인 이야기들 ,백세희 편역,저녁달,818-백세희마,9791189217358 
BN0000026932,마법의 문을 지나 : 아서 코난 도일의 청춘독서 ,아서 코난 도일 지음 ; 지은현 옮김,꾸리에북스,"848-도일,마",9788994682310 
BN0000026931,마법 서점 라라 북스 ,임자경 지음,달꽃:,813.7-임자경마,9791162672327 
BN0000026708,눈의 무게 : 크리스티앙 게-폴리캥 장편소설 ,크리스티앙 게폴리캥 지음 ; 홍은주 옮김,엘리,863-게폴리눈,9791196914875 
BN0000026706,눈썹을 펴지 못하고 떠난 당신에게 : 아내를 잃고 띄우는 조선 선비들의 편지 ,박동욱 지음,궁리,816.5-박동욱눈,9788958207603 
BN0000026693,누구도 울지 않는 밤 : 김이설 소설집 ,김이설 지음,문학과지성사,813.7-김이설누,9788932041421 
BN0000026691,누가 이 침대를 쓰고 있었든 : 레이먼드 카버 소설 ,레이먼드 카버 지음 ; 정영목 옮김,문학동네,"843.5-카버,누",9788954689519 
BN0000026690,누가 시를 읽는가 ,"프레드 사사키 , 돈 셰어 엮음 ; 신해경 옮김",봄날의책,841.09-사사키누,9791186372623 
BN0000026684,녹슬지 않은 세계 : 김아직 장편소설 ,김아직 지음,북다,813.7-김아직녹,9791170610427 
BN0000026678,노엘의 다이어리 ,리처드 폴 에번스 지음 ; 이현숙 옮김,씨큐브,843.6-에번스노,9791161951713 
BN0000026673,노라와 모라 : 김선재 장편소설 ,김선재 지음,다산책방,813.7-김선재노,9791130632896 
BN0000026672,노 본스 : 애나 번스 장편소설 ,애나 번스 지음 ; 홍한별 옮김,창비,"843.6-번스,노",9788936438746 
BN0000026671,노 러브 존 ,서석영 지음,풀과바람,813.7-서석영노,9788983891525 
BN0000026667,네가 맛있는 하루를 보내면 좋겠어 : 츠지 히토나리가 아이에게 들려주는 인생 레시피 ,츠지 히토나리 지음 ; 권남희 옮김,니들북:,838-츠지히네,9791169440608 
BN0000026664,넌 안녕하니 : 소노 아야코 에세이 ,소노 아야코 지음 ; 오경순 옮김,책읽는고양이,834-소노아넌,9791192753034 
BN0000026658,너와 함께라면 인생도 여행이다 : 나태주 시집 ,나태주 지음,열림원,811.7-나태주너3,9791170400097 
BN0000026654,너에게 오는 건 사람이 아니라 사랑이야 ,아오야마 미치코 지음 ; 이경옥 옮김,빚은책들,833.6-아오야너,9788955479904 
BN0000026643,너는 미스터리가 읽고 싶다 : 미스터리에 빠지고 싶은 당신을 위한 완벽한 안내서 ,김희선 지음,민음사,809.9-김희선너,9788937428142 
BN0000026640,너가 술래야 . 2 ,뭉작가 지음,북새바람,813.7-뭉작가너-v.2,9791198882509 
BN0000026639,너가 술래야 . 1 ,뭉작가 지음,북새바람,813.7-뭉작가너-v.1,9791197097096 
BN0000026634,내일은 체력왕 : 땀 흘리는 여자들의 근력 연대기 ,"강소희 , 이아리 지음",미디어창비,818-강소희내,9791191248388 
BN0000026629,내밀 예찬 : 은둔과 거리를 사랑하는 어느 내향인의 소소한 기록 ,김지선 지음,한겨레,814.7-김지선내,9791160408287 
BN0000026628,내돈 내산 내집 : 월세부터 자가까지 39세 월급쟁이의 내 집 득템기 ,김옥진 지음,흐름,818-김옥진내,9788965965145 
BN0000026627,내게 온 사람 ,"윤지선 , 배혜림 , 전영신 , 김태훈 [외]지음",모모북스,818-윤지선내,9791190408523 
BN0000026623,"내가 천 개의 인생에서 배운 것들 : 돈, 명예, 시간 그 무엇보다 소중한 것에 관하여 ",김도윤 지음,북로망스,818-김도윤내,9791198530394 
BN0000026613,내가 몰랐던 정답 ,박현진 지음,프로방스,818-박현진내,9791164801350 
BN0000026612,내가 만든 여자들 : 설재인 소설집 ,설재인 지음,카멜북스,813.7-설재인내1,9788998599560 
